sample_id,trajectory_id,MMSI,split,gap_steps,prefix_steps,suffix_steps,window_start_index,gap_start_index,gap_end_index,window_end_index,hidden_gap_start_timestamp,hidden_gap_end_timestamp,last_prefix_timestamp,first_suffix_timestamp,hidden_internal_duration_min,observable_gap_duration_min,max_dt_inside_window_min,mean_dt_inside_window_min,median_dt_inside_window_min,num_prefix_rows,num_gap_rows,num_suffix_rows
traj_0302_gap10_w1,traj_0302,577402000,train,10,60,60,1867,1927,1936,1996,2023-08-03 10:18:30,2023-08-03 11:36:28,2023-08-03 10:12:28,2023-08-03 11:42:29,77.9667,90.0167,28.4833,9.0289,7.0,60,10,60
traj_0302_gap10_w2,traj_0302,577402000,train,10,60,60,3734,3794,3803,3863,2023-08-15 00:57:58,2023-08-15 02:40:56,2023-08-15 00:51:52,2023-08-15 02:51:54,102.9667,120.0333,168.0167,10.3494,6.8167,60,10,60
traj_0302_gap15_w0,traj_0302,577402000,train,15,60,60,0,60,74,134,2023-07-20 09:48:13,2023-07-20 12:00:21,2023-07-20 09:24:16,2023-07-20 12:06:04,132.1333,161.8,33.7333,9.9848,8.1417,60,15,60
traj_0302_gap15_w1,traj_0302,577402000,train,15,60,60,1864,1924,1938,1998,2023-08-03 09:48:27,2023-08-03 11:51:31,2023-08-03 09:42:28,2023-08-03 11:57:40,123.0667,135.2,28.4833,9.0053,6.9333,60,15,60
traj_0302_gap15_w2,traj_0302,577402000,train,15,60,60,3729,3789,3803,3863,2023-08-15 00:24:52,2023-08-15 02:40:56,2023-08-15 00:18:56,2023-08-15 02:51:54,136.0667,152.9667,168.0167,10.3887,6.85,60,15,60
traj_0302_gap30_w0,traj_0302,577402000,train,30,60,60,0,60,89,149,2023-07-20 09:48:13,2023-07-20 14:03:16,2023-07-20 09:24:16,2023-07-20 14:20:44,255.05,296.4667,33.7333,9.7257,7.7167,60,30,60
traj_0302_gap30_w1,traj_0302,577402000,train,30,60,60,1857,1917,1946,2006,2023-08-03 08:51:30,2023-08-03 12:57:31,2023-08-03 08:42:31,2023-08-03 13:09:29,246.0167,266.9667,29.9667,9.1959,7.15,60,30,60
traj_0302_gap30_w2,traj_0302,577402000,train,30,60,60,3714,3774,3803,3863,2023-08-14 22:36:54,2023-08-15 02:40:56,2023-08-14 22:30:28,2023-08-15 02:51:54,244.0333,261.4333,168.0167,10.2951,6.7667,60,30,60
traj_0302_gap45_w0,traj_0302,577402000,train,45,60,60,0,60,104,164,2023-07-20 09:48:13,2023-07-20 16:33:17,2023-07-20 09:24:16,2023-07-20 16:46:33,405.0667,442.2833,33.7333,9.6444,7.225,60,45,60
traj_0302_gap45_w1,traj_0302,577402000,train,45,60,60,1850,1910,1954,2014,2023-08-03 07:39:10,2023-08-03 14:06:29,2023-08-03 07:15:29,2023-08-03 14:12:28,387.3167,416.9833,29.9667,9.1862,7.1917,60,45,60
traj_0302_gap45_w2,traj_0302,577402000,train,45,60,60,3699,3759,3803,3863,2023-08-14 20:27:53,2023-08-15 02:40:56,2023-08-14 20:18:58,2023-08-15 02:51:54,373.05,392.9333,168.0167,10.2991,6.9,60,45,60
traj_0302_gap60_w0,traj_0302,577402000,train,60,60,60,0,60,119,179,2023-07-20 09:48:13,2023-07-20 19:15:17,2023-07-20 09:24:16,2023-07-20 19:21:18,567.0667,597.0333,33.7333,9.5905,7.0833,60,60,60
traj_0302_gap60_w1,traj_0302,577402000,train,60,60,60,1842,1902,1961,2021,2023-08-03 06:09:36,2023-08-03 14:57:29,2023-08-03 06:03:29,2023-08-03 15:03:31,527.8833,540.0333,29.9667,9.2943,8.1167,60,60,60
traj_0302_gap60_w2,traj_0302,577402000,train,60,60,60,3684,3744,3803,3863,2023-08-14 18:19:37,2023-08-15 02:40:56,2023-08-14 18:12:53,2023-08-15 02:51:54,501.3167,519.0167,168.0167,10.2071,6.9167,60,60,60
traj_0303_gap5,traj_0303,210385000,test,5,60,60,357,417,421,481,2023-09-26 11:13:04,2023-09-26 11:48:14,2023-09-26 10:39:36,2023-09-26 12:19:58,35.1667,100.3667,81.3167,14.3466,9.0167,60,5,60
traj_0303_gap10,traj_0303,210385000,test,10,60,60,354,414,423,483,2023-09-26 10:03:17,2023-09-26 12:25:00,2023-09-26 09:58:00,2023-09-26 12:31:01,141.7167,153.0167,81.3167,14.4317,9.0333,60,10,60
traj_0303_gap15,traj_0303,210385000,test,15,60,60,352,412,426,486,2023-09-26 09:42:32,2023-09-26 13:52:01,2023-09-26 09:37:01,2023-09-26 14:01:02,249.4833,264.0167,81.3167,14.3284,9.025,60,15,60
traj_0303_gap30,traj_0303,210385000,test,30,60,60,344,404,433,493,2023-09-26 08:40:00,2023-09-26 14:43:01,2023-09-26 08:33:31,2023-09-26 15:04:03,363.0167,390.5333,81.3167,14.1502,9.0167,60,30,60
traj_0303_gap45,traj_0303,210385000,test,45,60,60,337,397,441,501,2023-09-26 07:03:59,2023-09-26 17:25:02,2023-09-26 06:58:06,2023-09-26 17:31:02,621.05,632.9333,81.3167,14.3876,9.025,60,45,60
traj_0303_gap60,traj_0303,210385000,test,60,60,60,329,389,448,508,2023-09-26 06:02:35,2023-09-26 18:33:15,2023-09-26 05:55:00,2023-09-26 18:44:04,750.6667,769.0667,81.3167,14.322,9.0,60,60,60
traj_0304_gap5_w0,traj_0304,228227700,train,5,60,60,0,60,64,124,2023-07-01 09:24:49,2023-07-01 09:48:49,2023-07-01 09:18:53,2023-07-01 09:53:59,24.0,35.1,57.05,8.9587,7.6833,60,5,60
traj_0304_gap5_w1,traj_0304,228227700,train,5,60,60,596,656,660,720,2023-07-05 14:27:36,2023-07-05 15:03:56,2023-07-05 14:18:34,2023-07-05 15:18:35,36.3333,60.0167,29.9667,9.4106,8.9583,60,5,60
traj_0304_gap5_w2,traj_0304,228227700,train,5,60,60,1193,1253,1257,1317,2023-07-09 18:34:14,2023-07-09 19:06:10,2023-07-09 18:24:09,2023-07-09 19:18:06,31.9333,53.95,26.95,9.7972,8.9917,60,5,60
traj_0304_gap10_w0,traj_0304,228227700,train,10,60,60,0,60,69,129,2023-07-01 09:24:49,2023-07-01 10:21:50,2023-07-01 09:18:53,2023-07-01 10:30:51,57.0167,71.9667,57.05,9.0532,7.6833,60,10,60
traj_0304_gap10_w1,traj_0304,228227700,train,10,60,60,594,654,663,723,2023-07-05 14:06:34,2023-07-05 15:45:36,2023-07-05 14:00:33,2023-07-05 15:54:39,99.0333,114.1,29.9667,9.4889,8.9667,60,10,60
traj_0304_gap10_w2,traj_0304,228227700,train,10,60,60,1188,1248,1257,1317,2023-07-09 17:48:07,2023-07-09 19:06:10,2023-07-09 17:42:10,2023-07-09 19:18:06,78.05,95.9333,26.95,9.7788,9.0,60,10,60
traj_0304_gap15_w0,traj_0304,228227700,train,15,60,60,0,60,74,134,2023-07-01 09:24:49,2023-07-01 11:12:51,2023-07-01 09:18:53,2023-07-01 11:21:49,108.0333,122.9333,57.05,9.0065,7.725,60,15,60
traj_0304_gap15_w1,traj_0304,228227700,train,15,60,60,592,652,666,726,2023-07-05 13:51:36,2023-07-05 16:08:25,2023-07-05 13:45:34,2023-07-05 16:22:45,136.8167,157.1833,29.9667,9.4254,8.9667,60,15,60
traj_0304_gap15_w2,traj_0304,228227700,train,15,60,60,1183,1243,1257,1317,2023-07-09 17:09:09,2023-07-09 19:06:10,2023-07-09 17:02:26,2023-07-09 19:18:06,117.0167,135.6667,26.95,9.755,9.0167,60,15,60
traj_0304_gap30_w0,traj_0304,228227700,train,30,60,60,0,60,89,149,2023-07-01 09:24:49,2023-07-01 13:21:51,2023-07-01 09:18:53,2023-07-01 13:28:20,237.0333,249.45,57.05,8.8961,7.6833,60,30,60
traj_0304_gap30_w1,traj_0304,228227700,train,30,60,60,584,644,673,733,2023-07-05 12:48:34,2023-07-05 17:21:27,2023-07-05 12:42:36,2023-07-05 17:26:37,272.8833,284.0167,31.35,9.5433,8.9667,60,30,60
traj_0304_gap30_w2,traj_0304,228227700,train,30,60,60,1168,1228,1257,1317,2023-07-09 14:42:07,2023-07-09 19:06:10,2023-07-09 14:33:05,2023-07-09 19:18:06,264.05,285.0167,26.95,9.5767,8.9833,60,30,60
traj_0304_gap45_w0,traj_0304,228227700,train,45,60,60,0,60,104,164,2023-07-01 09:24:49,2023-07-01 15:39:53,2023-07-01 09:18:53,2023-07-01 15:48:51,375.0667,389.9667,57.05,8.8771,7.5,60,45,60
traj_0304_gap45_w1,traj_0304,228227700,train,45,60,60,576,636,680,740,2023-07-05 11:42:34,2023-07-05 18:21:34,2023-07-05 11:36:36,2023-07-05 18:26:46,399.0,410.1667,31.35,9.6221,8.9667,60,45,60
traj_0304_gap45_w2,traj_0304,228227700,train,45,60,60,1153,1213,1257,1317,2023-07-09 12:51:09,2023-07-09 19:06:10,2023-07-09 12:39:09,2023-07-09 19:18:06,375.0167,398.95,26.95,9.8533,9.0083,60,45,60
traj_0304_gap60_w0,traj_0304,228227700,train,60,60,60,0,60,119,179,2023-07-01 09:24:49,2023-07-01 17:54:09,2023-07-01 09:18:53,2023-07-01 18:00:50,509.3333,521.95,57.05,9.0721,7.5333,60,60,60
traj_0304_gap60_w1,traj_0304,228227700,train,60,60,60,569,629,688,748,2023-07-05 10:27:31,2023-07-05 19:27:07,2023-07-05 10:20:57,2023-07-05 19:33:34,539.6,552.6167,31.35,9.5054,8.9667,60,60,60
traj_0304_gap60_w2,traj_0304,228227700,train,60,60,60,1138,1198,1257,1317,2023-07-09 10:42:25,2023-07-09 19:06:10,2023-07-09 10:29:04,2023-07-09 19:18:06,503.75,529.0333,37.9333,10.0164,9.0,60,60,60
traj_0305_gap5_w0,traj_0305,374032000,train,5,60,60,0,60,64,124,2023-07-01 14:30:55,2023-07-01 16:20:57,2023-07-01 14:20:27,2023-07-01 16:43:15,110.0333,142.8,88.35,17.4192,11.325,60,5,60
traj_0305_gap5_w1,traj_0305,374032000,train,5,60,60,2120,2180,2184,2244,2023-07-26 02:58:48,2023-07-26 04:46:17,2023-07-26 02:44:38,2023-07-26 04:58:07,107.4833,133.4833,108.6667,17.3434,11.4083,60,5,60
traj_0305_gap5_w2,traj_0305,374032000,train,5,60,60,4241,4301,4305,4365,2023-08-16 03:03:03,2023-08-16 04:24:50,2023-08-16 02:49:04,2023-08-16 04:36:51,81.7833,107.7833,203.9167,24.5493,12.0167,60,5,60
traj_0305_gap10_w0,traj_0305,374032000,train,10,60,60,0,60,69,129,2023-07-01 14:30:55,2023-07-01 17:48:06,2023-07-01 14:20:27,2023-07-01 17:54:56,197.1833,214.4833,88.35,17.4651,11.3167,60,10,60
traj_0305_gap10_w1,traj_0305,374032000,train,10,60,60,2118,2178,2187,2247,2023-07-26 02:33:48,2023-07-26 05:39:08,2023-07-26 00:45:08,2023-07-26 06:30:27,185.3333,345.3167,108.6667,17.195,11.45,60,10,60
traj_0305_gap10_w2,traj_0305,374032000,train,10,60,60,4236,4296,4305,4365,2023-08-15 22:51:04,2023-08-16 04:24:50,2023-08-15 22:37:01,2023-08-16 04:36:51,333.7667,359.8333,203.9167,24.0009,12.0,60,10,60
traj_0305_gap15_w0,traj_0305,374032000,train,15,60,60,0,60,74,134,2023-07-01 14:30:55,2023-07-01 19:02:36,2023-07-01 14:20:27,2023-07-01 19:16:17,271.6833,295.8333,88.35,17.5025,11.3083,60,15,60
traj_0305_gap15_w1,traj_0305,374032000,train,15,60,60,2116,2176,2190,2250,2023-07-26 00:22:37,2023-07-26 06:51:47,2023-07-26 00:09:17,2023-07-26 07:30:01,389.1667,440.7333,108.6667,17.1034,11.4083,60,15,60
traj_0305_gap15_w2,traj_0305,374032000,train,15,60,60,4231,4291,4305,4365,2023-08-15 21:48:57,2023-08-16 04:24:50,2023-08-15 21:39:04,2023-08-16 04:36:51,395.8833,417.7833,203.9167,23.6203,11.975,60,15,60
traj_0305_gap30_w0,traj_0305,374032000,train,30,60,60,0,60,89,149,2023-07-01 14:30:55,2023-07-02 00:17:06,2023-07-01 14:20:27,2023-07-02 00:27:55,586.1833,607.4667,88.35,18.0492,11.3167,60,30,60
traj_0305_gap30_w1,traj_0305,374032000,train,30,60,60,2108,2168,2197,2257,2023-07-25 22:29:18,2023-07-26 08:36:49,2023-07-25 22:18:26,2023-07-26 09:04:48,607.5167,646.3667,108.6667,16.8243,11.4833,60,30,60
traj_0305_gap30_w2,traj_0305,374032000,train,30,60,60,4216,4276,4305,4365,2023-08-15 16:36:53,2023-08-16 04:24:50,2023-08-15 16:24:59,2023-08-16 04:36:51,707.95,731.8667,203.9167,24.3418,11.9833,60,30,60
traj_0305_gap45_w0,traj_0305,374032000,train,45,60,60,0,60,104,164,2023-07-01 14:30:55,2023-07-02 04:21:06,2023-07-01 14:20:27,2023-07-02 04:31:36,830.1833,851.15,88.35,18.6434,11.2417,60,45,60
traj_0305_gap45_w1,traj_0305,374032000,train,45,60,60,2100,2160,2204,2264,2023-07-25 21:03:37,2023-07-26 10:57:57,2023-07-25 20:53:07,2023-07-26 11:08:58,834.3333,855.85,108.6667,16.6525,11.4667,60,45,60
traj_0305_gap45_w2,traj_0305,374032000,train,45,60,60,4201,4261,4305,4365,2023-08-15 10:54:57,2023-08-16 04:24:50,2023-08-15 10:26:53,2023-08-16 04:36:51,1049.8833,1089.9667,203.9167,23.1612,11.9667,60,45,60
traj_0305_gap60_w0,traj_0305,374032000,train,60,60,60,0,60,119,179,2023-07-01 14:30:55,2023-07-02 09:45:49,2023-07-01 14:20:27,2023-07-02 09:57:46,1154.9,1177.3167,88.35,18.2198,11.1667,60,60,60
traj_0305_gap60_w1,traj_0305,374032000,train,60,60,60,2093,2153,2212,2272,2023-07-25 19:22:37,2023-07-26 12:42:37,2023-07-25 18:56:38,2023-07-26 12:52:47,1040.0,1076.15,108.6667,16.4945,11.3667,60,60,60
traj_0305_gap60_w2,traj_0305,374032000,train,60,60,60,4186,4246,4305,4365,2023-08-15 03:30:15,2023-08-16 04:24:50,2023-08-15 03:19:06,2023-08-16 04:36:51,1494.5833,1517.75,203.9167,22.2595,11.9,60,60,60
traj_0306_gap5_w0,traj_0306,228374700,train,5,60,60,0,60,64,124,2023-07-23 11:01:01,2023-07-23 11:43:05,2023-07-23 10:55:08,2023-07-23 11:48:31,42.0667,53.3833,33.6833,8.7863,6.55,60,5,60
traj_0306_gap5_w1,traj_0306,228374700,train,5,60,60,675,735,739,799,2023-07-27 07:01:05,2023-07-27 07:40:05,2023-07-27 06:55:04,2023-07-27 07:49:05,39.0,54.0167,18.25,8.3194,7.3083,60,5,60
traj_0306_gap5_w2,traj_0306,228374700,train,5,60,60,1350,1410,1414,1474,2023-07-31 01:37:08,2023-07-31 02:12:41,2023-07-31 01:30:40,2023-07-31 02:22:08,35.55,51.4667,55.9,11.9142,11.55,60,5,60
traj_0306_gap10_w0,traj_0306,228374700,train,10,60,60,0,60,69,129,2023-07-23 11:01:01,2023-07-23 12:19:03,2023-07-23 10:55:08,2023-07-23 12:28:01,78.0333,92.8833,33.6833,8.6767,6.2833,60,10,60
traj_0306_gap10_w1,traj_0306,228374700,train,10,60,60,672,732,741,801,2023-07-27 06:34:06,2023-07-27 07:58:03,2023-07-27 06:23:10,2023-07-27 08:04:19,83.95,101.15,18.25,8.2561,7.25,60,10,60
traj_0306_gap10_w2,traj_0306,228374700,train,10,60,60,1345,1405,1414,1474,2023-07-31 00:58:07,2023-07-31 02:12:41,2023-07-31 00:51:39,2023-07-31 02:22:08,74.5667,90.4833,55.9,11.7545,11.5333,60,10,60
traj_0306_gap15_w0,traj_0306,228374700,train,15,60,60,0,60,74,134,2023-07-23 11:01:01,2023-07-23 12:54:57,2023-07-23 10:55:08,2023-07-23 13:16:01,113.9333,140.8833,51.0,8.9607,6.3083,60,15,60
traj_0306_gap15_w1,traj_0306,228374700,train,15,60,60,670,730,744,804,2023-07-27 06:16:04,2023-07-27 08:15:09,2023-07-27 06:07:04,2023-07-27 08:22:03,119.0833,134.9833,18.25,8.2282,7.25,60,15,60
traj_0306_gap15_w2,traj_0306,228374700,train,15,60,60,1340,1400,1414,1474,2023-07-30 23:57:35,2023-07-31 02:12:41,2023-07-30 23:43:08,2023-07-31 02:22:08,135.1,159.0,55.9,11.5847,9.2417,60,15,60
traj_0306_gap30_w0,traj_0306,228374700,train,30,60,60,0,60,89,149,2023-07-23 11:01:01,2023-07-23 15:19:03,2023-07-23 10:55:08,2023-07-23 15:31:01,258.0333,275.8833,51.0,8.844,6.3333,60,30,60
traj_0306_gap30_w1,traj_0306,228374700,train,30,60,60,662,722,751,811,2023-07-27 05:16:05,2023-07-27 09:25:06,2023-07-27 05:10:06,2023-07-27 09:34:03,249.0167,263.95,22.0833,8.4224,7.35,60,30,60
traj_0306_gap30_w2,traj_0306,228374700,train,30,60,60,1325,1385,1414,1474,2023-07-30 20:34:08,2023-07-31 02:12:41,2023-07-30 20:28:06,2023-07-31 02:22:08,338.55,354.0333,55.9,11.2037,8.9667,60,30,60
traj_0306_gap45_w0,traj_0306,228374700,train,45,60,60,0,60,104,164,2023-07-23 11:01:01,2023-07-23 17:39:15,2023-07-23 10:55:08,2023-07-23 17:49:05,398.2333,413.95,51.0,8.7119,6.3083,60,45,60
traj_0306_gap45_w1,traj_0306,228374700,train,45,60,60,655,715,759,819,2023-07-27 04:15:20,2023-07-27 10:37:08,2023-07-27 04:04:04,2023-07-27 10:43:04,381.8,399.0,22.6667,8.403,7.25,60,45,60
traj_0306_gap45_w2,traj_0306,228374700,train,45,60,60,1310,1370,1414,1474,2023-07-30 17:28:07,2023-07-31 02:12:41,2023-07-30 17:22:06,2023-07-31 02:22:08,524.5667,540.0333,55.9,10.8557,8.8333,60,45,60
traj_0306_gap60_w0,traj_0306,228374700,train,60,60,60,0,60,119,179,2023-07-23 11:01:01,2023-07-23 19:49:03,2023-07-23 10:55:08,2023-07-23 19:59:55,528.0333,544.7833,51.0,8.5584,6.1167,60,60,60
traj_0306_gap60_w1,traj_0306,228374700,train,60,60,60,648,708,767,827,2023-07-27 03:10:06,2023-07-27 11:37:05,2023-07-27 03:00:09,2023-07-27 11:46:07,506.9833,525.9667,22.6667,8.4328,7.25,60,60,60
traj_0306_gap60_w2,traj_0306,228374700,train,60,60,60,1295,1355,1414,1474,2023-07-30 15:31:09,2023-07-31 02:12:41,2023-07-30 15:22:51,2023-07-31 02:22:08,641.5333,659.2833,55.9,10.6012,8.4333,60,60,60
traj_0307_gap5_w0,traj_0307,235000360,train,5,60,60,0,60,64,124,2023-09-22 13:49:12,2023-09-22 14:23:39,2023-09-22 13:41:58,2023-09-22 14:31:13,34.45,49.25,62.9333,11.8066,9.2917,60,5,60
traj_0307_gap5_w1,traj_0307,235000360,train,5,60,60,584,644,648,708,2023-09-26 11:28:22,2023-09-26 11:58:22,2023-09-26 11:22:49,2023-09-26 12:04:23,30.0,41.5667,60.0167,10.9839,9.05,60,5,60
traj_0307_gap5_w2,traj_0307,235000360,train,5,60,60,1167,1227,1231,1291,2023-09-30 13:07:29,2023-09-30 13:43:29,2023-09-30 12:57:07,2023-09-30 13:52:09,36.0,55.0333,24.0667,9.6922,9.0083,60,5,60
traj_0307_gap10_w0,traj_0307,235000360,train,10,60,60,0,60,69,129,2023-09-22 13:49:12,2023-09-22 15:09:19,2023-09-22 13:41:58,2023-09-22 15:19:49,80.1167,97.85,62.9333,11.6743,9.25,60,10,60
traj_0307_gap10_w1,traj_0307,235000360,train,10,60,60,581,641,650,710,2023-09-26 10:46:18,2023-09-26 12:09:38,2023-09-26 10:40:45,2023-09-26 12:16:24,83.3333,95.65,60.0167,11.0234,9.2333,60,10,60
traj_0307_gap10_w2,traj_0307,235000360,train,10,60,60,1162,1222,1231,1291,2023-09-30 12:28:18,2023-09-30 13:43:29,2023-09-30 12:22:29,2023-09-30 13:52:09,75.1833,89.6667,24.0667,9.596,9.0,60,10,60
traj_0307_gap15_w0,traj_0307,235000360,train,15,60,60,0,60,74,134,2023-09-22 13:49:12,2023-09-22 15:52:18,2023-09-22 13:41:58,2023-09-22 16:04:17,123.1,142.3167,62.9333,11.5524,9.15,60,15,60
traj_0307_gap15_w1,traj_0307,235000360,train,15,60,60,578,638,652,712,2023-09-26 10:22:25,2023-09-26 12:22:07,2023-09-26 10:09:18,2023-09-26 12:31:21,119.7,142.05,60.0167,10.9389,9.15,60,15,60
traj_0307_gap15_w2,traj_0307,235000360,train,15,60,60,1157,1217,1231,1291,2023-09-30 11:39:45,2023-09-30 13:43:29,2023-09-30 11:34:29,2023-09-30 13:52:09,123.7333,137.6667,57.0167,9.8734,9.0,60,15,60
traj_0307_gap30_w0,traj_0307,235000360,train,30,60,60,0,60,89,149,2023-09-22 13:49:12,2023-09-22 18:22:48,2023-09-22 13:41:58,2023-09-22 18:33:47,273.6,291.8167,62.9333,11.2106,9.0667,60,30,60
traj_0307_gap30_w1,traj_0307,235000360,train,30,60,60,571,631,660,720,2023-09-26 08:13:38,2023-09-26 13:28:23,2023-09-26 08:07:21,2023-09-26 13:37:21,314.75,330.0,60.0167,10.9126,9.2333,60,30,60
traj_0307_gap30_w2,traj_0307,235000360,train,30,60,60,1142,1202,1231,1291,2023-09-30 09:31:31,2023-09-30 13:43:29,2023-09-30 09:25:27,2023-09-30 13:52:09,251.9667,266.7,57.0167,9.8394,9.0,60,30,60
traj_0307_gap45_w0,traj_0307,235000360,train,45,60,60,0,60,104,164,2023-09-22 13:49:12,2023-09-22 21:01:16,2023-09-22 13:41:58,2023-09-22 21:18:29,432.0667,456.5167,62.9333,11.1407,9.0417,60,45,60
traj_0307_gap45_w1,traj_0307,235000360,train,45,60,60,564,624,668,728,2023-09-26 07:11:57,2023-09-26 14:58:20,2023-09-26 07:01:09,2023-09-26 15:04:21,466.3833,483.2,60.0167,10.7645,9.0333,60,45,60
traj_0307_gap45_w2,traj_0307,235000360,train,45,60,60,1127,1187,1231,1291,2023-09-30 06:48:08,2023-09-30 13:43:29,2023-09-30 06:34:29,2023-09-30 13:52:09,415.35,437.6667,57.0167,9.7117,8.9917,60,45,60
traj_0307_gap60_w0,traj_0307,235000360,train,60,60,60,0,60,119,179,2023-09-22 13:49:12,2023-09-22 23:30:12,2023-09-22 13:41:58,2023-09-22 23:35:28,581.0,593.5,62.9333,10.9615,9.0333,60,60,60
traj_0307_gap60_w1,traj_0307,235000360,train,60,60,60,556,616,675,735,2023-09-26 05:58:21,2023-09-26 16:04:22,2023-09-26 05:51:07,2023-09-26 16:10:23,606.0167,619.2667,60.0167,10.7044,9.3167,60,60,60
traj_0307_gap60_w2,traj_0307,235000360,train,60,60,60,1112,1172,1231,1291,2023-09-30 04:28:28,2023-09-30 13:43:29,2023-09-30 04:19:28,2023-09-30 13:52:09,555.0167,572.6833,57.0167,9.7709,9.0,60,60,60
traj_0308_gap5_w0,traj_0308,228791000,train,5,60,60,0,60,64,124,2023-09-07 00:44:59,2023-09-07 01:20:18,2023-09-07 00:38:59,2023-09-07 01:27:07,35.3167,48.1333,30.6833,10.1534,8.35,60,5,60
traj_0308_gap5_w1,traj_0308,228791000,train,5,60,60,334,394,398,458,2023-09-09 10:00:50,2023-09-09 10:36:53,2023-09-09 09:45:48,2023-09-09 10:51:46,36.05,65.9667,42.1333,10.9887,7.25,60,5,60
traj_0308_gap5_w2,traj_0308,228791000,train,5,60,60,669,729,733,793,2023-09-11 19:27:45,2023-09-11 20:09:48,2023-09-11 19:12:45,2023-09-11 20:15:51,42.05,63.1,199.9333,11.2711,7.925,60,5,60
traj_0308_gap10_w0,traj_0308,228791000,train,10,60,60,0,60,69,129,2023-09-07 00:44:59,2023-09-07 02:04:17,2023-09-07 00:38:59,2023-09-07 02:18:15,79.3,99.2667,30.6833,10.1553,8.4333,60,10,60
traj_0308_gap10_w1,traj_0308,228791000,train,10,60,60,332,392,401,461,2023-09-09 09:39:48,2023-09-09 11:03:56,2023-09-09 09:12:41,2023-09-09 11:13:26,84.1333,120.75,42.1333,11.0727,7.3167,60,10,60
traj_0308_gap10_w2,traj_0308,228791000,train,10,60,60,664,724,733,793,2023-09-11 18:48:37,2023-09-11 20:09:48,2023-09-11 18:42:37,2023-09-11 20:15:51,81.1833,93.2333,199.9333,11.1733,7.85,60,10,60
traj_0308_gap15_w0,traj_0308,228791000,train,15,60,60,0,60,74,134,2023-09-07 00:44:59,2023-09-07 02:48:15,2023-09-07 00:38:59,2023-09-07 02:57:16,123.2667,138.2833,30.6833,10.056,8.2583,60,15,60
traj_0308_gap15_w1,traj_0308,228791000,train,15,60,60,330,390,404,464,2023-09-09 09:06:40,2023-09-09 11:55:05,2023-09-09 08:45:39,2023-09-09 12:00:17,168.4167,194.6333,42.1333,10.9662,7.3917,60,15,60
traj_0308_gap15_w2,traj_0308,228791000,train,15,60,60,659,719,733,793,2023-09-11 17:45:33,2023-09-11 20:09:48,2023-09-11 17:39:34,2023-09-11 20:15:51,144.25,156.2833,199.9333,11.2148,7.925,60,15,60
traj_0308_gap30_w0,traj_0308,228791000,train,30,60,60,0,60,89,149,2023-09-07 00:44:59,2023-09-07 05:00:38,2023-09-07 00:38:59,2023-09-07 05:12:39,255.65,273.6667,30.6833,9.9989,8.25,60,30,60
traj_0308_gap30_w1,traj_0308,228791000,train,30,60,60,322,382,411,471,2023-09-09 07:18:28,2023-09-09 13:24:07,2023-09-09 07:12:26,2023-09-09 13:34:17,365.65,381.85,42.1333,11.0206,7.5167,60,30,60
traj_0308_gap30_w2,traj_0308,228791000,train,30,60,60,644,704,733,793,2023-09-11 15:42:56,2023-09-11 20:09:48,2023-09-11 15:36:10,2023-09-11 20:15:51,266.8667,279.6833,199.9333,11.0954,8.0,60,30,60
traj_0308_gap45_w0,traj_0308,228791000,train,45,60,60,0,60,104,164,2023-09-07 00:44:59,2023-09-07 07:09:07,2023-09-07 00:38:59,2023-09-07 07:16:02,384.1333,397.05,30.6833,9.8588,7.9833,60,45,60
traj_0308_gap45_w1,traj_0308,228791000,train,45,60,60,314,374,418,478,2023-09-09 06:13:17,2023-09-09 14:54:37,2023-09-09 06:00:15,2023-09-09 15:05:16,521.3333,545.0167,42.1333,11.1468,7.7583,60,45,60
traj_0308_gap45_w2,traj_0308,228791000,train,45,60,60,629,689,733,793,2023-09-11 12:44:56,2023-09-11 20:09:48,2023-09-11 12:38:45,2023-09-11 20:15:51,444.8667,457.1,199.9333,10.9606,7.8333,60,45,60
traj_0308_gap60_w0,traj_0308,228791000,train,60,60,60,0,60,119,179,2023-09-07 00:44:59,2023-09-07 10:09:06,2023-09-07 00:38:59,2023-09-07 10:20:26,564.1167,581.45,30.6833,9.7715,7.95,60,60,60
traj_0308_gap60_w1,traj_0308,228791000,train,60,60,60,307,367,426,486,2023-09-09 04:57:06,2023-09-09 16:01:39,2023-09-09 04:51:04,2023-09-09 16:07:41,664.55,676.6167,42.1333,11.1974,8.6167,60,60,60
traj_0308_gap60_w2,traj_0308,228791000,train,60,60,60,614,674,733,793,2023-09-11 10:20:06,2023-09-11 20:09:48,2023-09-11 10:06:36,2023-09-11 20:15:51,589.7,609.25,199.9333,10.8314,7.65,60,60,60
traj_0309_gap5_w0,traj_0309,232627000,train,5,60,60,0,60,64,124,2023-07-01 09:34:28,2023-07-01 10:31:29,2023-07-01 09:28:29,2023-07-01 10:37:29,57.0167,69.0,33.0,9.6941,6.9667,60,5,60
traj_0309_gap5_w1,traj_0309,232627000,train,5,60,60,799,859,863,923,2023-07-06 03:15:43,2023-07-06 03:46:17,2023-07-06 03:04:54,2023-07-06 03:56:39,30.5667,51.75,26.2333,8.3704,6.625,60,5,60
traj_0309_gap5_w2,traj_0309,232627000,train,5,60,60,1598,1658,1662,1722,2023-07-10 22:33:43,2023-07-10 23:13:50,2023-07-10 22:22:35,2023-07-10 23:25:47,40.1167,63.2,51.0667,10.9121,9.025,60,5,60
